id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lold_abs_err,Lyoung_abs__Lsol,Lyoung_abs_err,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qhac,qhac_err,gamma,gamma_err,red_chi2,t
IC3392,0.01321,0.007022,2454000000,388800000,2935000000,146800000,2883000000,144200000,51930000,27600000,625100000,0,44970000,0,2.044,0.208,0.415,0.03,965100,164600,670100000,42630000,3.248,0.561,22.43,0.669,0.1,0.005,0.003,0.002,0.717,2.4
IC3393,0.0007048,0.0003861,1135000000,63120000,899700000,44990000,897000000,44850000,2770000,1517000,6986000,0,333400,0,0.069,0.1,0.015,0.02,39190,93680,7319000,10070000,13.36,22.21,28.64,8.221,0.176,0.118,0.081,0.14,1.369,-1.6
IC3413,0.003455,0.001858,8249000000,1061000000,6376000000,318800000,6363000000,318100000,13580000,7303000,56670000,0,1808000,0,0.075,0.074,0.017,0.016,301900,672000,58480000,52870000,13.66,22.45,28.74,8.16,0.193,0.117,0.087,0.144,0.352,-4.5
IC3430,0.005083,0.002927,493300000,153500000,438300000,25160000,418300000,20910000,19980000,11500000,28530000,0,9845000,0,0.533,0.3,0.113,0.064,525200,478300,38380000,22250000,2.877,10.1,21.96,13.31,0.18,0.111,0.022,0.064,0.892,0
IC3459,4.652E-06,2.702E-06,12720000,2444000,8999000,450000,8981000,449100,18280,10620,46430,0,1454,0,0.046,0.056,0.01,0.012,127.8,366.6,47880,56430,16.63,23.95,29.74,7.397,0.201,0.118,0.08,0.14,1.51,9.8
IC3468,0.009283,0.002305,2429000000,334700000,1706000000,85290000,1669000000,83460000,36480000,9059000,1811000,0,569200,0,0.013,0.028,0.002,0.005,7849,35320,2380000,5092000,14.87,23.06,29.17,7.811,0.183,0.121,0.083,0.142,1.044,-4.8
IC3475,0.004808,0.002484,11440000000,572000000,9098000000,454900000,9079000000,454000000,18900000,9762000,81990000,0,2546000,0,0.077,0.079,0.018,0.016,523500,1098000,84540000,80290000,12.77,22.02,28.41,8.461,0.172,0.117,0.095,0.149,1.927,-4.6
IC3476,0.1984,0.00992,518300000,61990000,2409000000,120500000,1629000000,81470000,779700000,38990000,321100000,0,502300000,0,1.031,0.117,0.209,0.039,1185000,189700,823400000,63230000,3.054,0.69,22.19,0.866,0.083,0.02,0.01,0.004,1.102,9.5
IC3499,0.0013,0.001125,2140000000,307400000,1251000000,62550000,1246000000,62300000,5109000,4420000,3392000,0,225300,0,0.029,0.037,0.006,0.007,11730,37490,3617000,4623000,15.82,23.69,29.48,7.623,0.204,0.118,0.085,0.144,1.018,-0.4
IC3509,0.0007635,0.0003887,1043000000,124200000,793700000,39690000,790700000,39540000,3001000,1528000,7517000,0,397700,0,0.083,0.106,0.018,0.022,34630,84840,7915000,9726000,14.05,22.39,28.89,7.948,0.194,0.118,0.072,0.133,0.786,-5
IC3517,0.02377,0.00346,314000000,90510000,511100000,25550000,417700000,20880000,93420000,13600000,29050000,0,39160000,0,0.48,0.131,0.088,0.034,835000,516200,68200000,19040000,0.618,0.739,16.84,3.478,0.076,0.06,0.007,0.011,0.796,8.5
IC3518,0.0005219,0.0003931,753900000,164700000,516100000,25800000,514000000,25700000,2051000,1545000,14410000,0,706500,0,0.256,0.218,0.055,0.043,314800,346700,15120000,11800000,4.841,14.29,24.03,12.25,0.168,0.113,0.03,0.086,1.063,10
IC3521,0.1691,0.02652,2532000000,528600000,3511000000,175500000,2846000000,142300000,664600000,104200000,564300000,0,526400000,0,1.631,0.151,0.302,0.058,1519000,291900,1091000000,76240000,2.913,0.796,22.01,1.039,0.041,0.021,0.022,0.008,0.675,9.8
IC3586,0.0007021,0.0004288,1512000000,182200000,1169000000,58460000,1167000000,58330000,2759000,1685000,26820000,0,834900,0,0.2,0.156,0.045,0.031,578800,600500,27650000,19200000,4.197,13.3,23.44,12.83,0.15,0.109,0.035,0.091,0.712,-2
IC3611,0.1323,0.07252,5625000000,1308000000,9687000000,484400000,9167000000,458400000,519900000,285000000,730900000,0,249500000,0,0.508,0.196,0.111,0.046,8960000,6305000,980400000,373600000,1.091,1.817,18.58,5.345,0.087,0.069,0.009,0.014,0.645,6.3
IC3631,0.1629,0.02633,8791000000,1318000000,9242000000,462100000,8602000000,430100000,640400000,103500000,66310000,0,46550000,0,0.06,0.058,0.011,0.012,383100,791200,112900000,109000000,13.92,22.19,28.84,7.938,0.187,0.118,0.068,0.129,0.923,-1.2
IC3718,0.0005941,0.0002537,180800000,34290000,268700000,13440000,266400000,13320000,2335000,997200,10370000,0,870800,0,0.267,0.132,0.06,0.026,32250,43720,11240000,4898000,9.302,15.46,26.9,7.724,0.082,0.079,0.007,0.032,0.666,-2.5
IC4213,0.1544,0.02331,1326000000,317400000,3046000000,152300000,2439000000,122000000,606700000,91620000,255200000,0,303800000,0,0.632,0.091,0.127,0.037,2787000,687300,559000000,62710000,1.003,0.318,18.31,1.002,0.052,0.021,0.004,0.004,0.446,5.9
IC5270,1.204,0.2117,10350000000,3555000000,17180000000,1147000000,12450000000,1136000000,4730000000,832200000,3052000000,0,3775000000,0,1.577,0.184,0.375,0.09,18010000,4008000,6826000000,1043000000,1.715,0.799,20.09,1.616,0.104,0.026,0.011,0.007,0.447,5.7
IC5334,0.2547,0.07392,34930000000,7567000000,22100000000,1105000000,21090000000,1055000000,1001000000,290500000,1168000000,0,462600000,0,0.545,0.144,0.104,0.023,12220000,5012000,1630000000,266900000,0.722,0.32,17.3,1.325,0.055,0.034,0.005,0.007,0.217,3.5
NGC0007,0.209,0.01992,1268000000,407000000,2701000000,135000000,1879000000,140100000,821400000,78270000,94200000,0,204200000,0,0.263,0.056,0.054,0.02,1427000,818500,298400000,62000000,1.336,0.831,19.24,2.068,0.028,0.019,0.004,0.006,1.096,4.8
NGC0115,0.5097,0.0485,3464000000,1147000000,7302000000,365100000,5299000000,400700000,2003000000,190600000,377000000,0,710200000,0,0.402,0.057,0.08,0.025,4449000,1166000,1087000000,125400000,1.289,0.463,19.12,1.186,0.029,0.017,0.003,0.003,0.628,3.9
NGC0131,0.2047,0.03243,2437000000,930100000,3693000000,186300000,2888000000,274000000,804500000,127500000,528500000,0,566900000,0,1.223,0.121,0.262,0.073,3119000,601000,1095000000,101200000,1.69,0.419,20.04,0.858,0.092,0.022,0.003,0.003,0.517,3
NGC0147,0.0006154,0.0003971,76980000,12610000,115500000,5775000,113100000,5654000,2419000,1561000,2342000,0,405800,0,0.127,0.048,0.03,0.01,83160,34730,2748000,807600,0.199,1.649,13.85,19.83,0.344,0.073,0.005,0.023,4.677,-4.8
NGC0148,0.004677,0.004858,37600000000,4524000000,13980000000,699000000,13960000000,698100000,18380000,19090000,159000000,0,3495000,0,0.116,0.083,0.026,0.014,473700,759200,162500000,89190000,12.42,21.08,28.28,8.288,0.205,0.112,0.1,0.148,0.306,-2
NGC0150,2.467,0.3179,21410000000,6936000000,34890000000,1745000000,25200000000,1968000000,9696000000,1249000000,7945000000,0,7975000000,0,1.923,0.146,0.522,0.088,9816000,729200,15920000000,796000000,5.921,0.542,24.88,0.393,0.022,0.01,0.03,0.004,0.597,3.4
NGC0253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.1
NGC0254,0.01125,0.009167,17970000000,3936000000,9234000000,461700000,9189000000,459500000,44230000,36030000,180500000,0,11120000,0,0.209,0.102,0.042,0.014,626200,510000,191600000,63140000,3.074,5.705,22.22,7.122,0.091,0.068,0.008,0.022,0.776,-1.2
NGC0274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.8
NGC0275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
NGC0289,2.3,0.3281,37460000000,7218000000,46760000000,2338000000,37720000000,2461000000,9039000000,1289000000,5212000000,0,6253000000,0,1.087,0.126,0.207,0.04,27000000,3656000,11460000000,830900000,1.824,0.353,20.3,0.679,0.088,0.023,0.01,0.005,1.75,4
NGC0300,0.2045,0.02905,2167000000,888300000,3396000000,194600000,2592000000,259600000,803600000,114200000,168300000,0,278800000,0,0.391,0.083,0.079,0.027,4980000,2017000,447200000,92430000,0.488,0.336,16.17,1.921,0.085,0.029,0.01,0.008,1.566,6.9
NGC0337,2.002,0.1463,5760000000,1779000000,22510000000,1126000000,14650000000,1248000000,7867000000,574900000,3719000000,0,6328000000,0,1.579,0.103,0.308,0.055,7649000,611300,10050000000,502400000,6.128,0.791,25.03,0.558,0.022,0.009,0.008,0.001,0.405,6.7
NGC0428,0.7154,0.04459,3349000000,483500000,10620000000,531200000,7811000000,390600000,2812000000,175300000,498200000,0,1002000000,0,0.386,0.056,0.067,0.02,5625000,1235000,1500000000,198000000,1.266,0.46,19.06,1.196,0.036,0.021,0.01,0.007,1.628,8.6
NGC0448,0.006595,0.007016,26170000000,5402000000,14930000000,746300000,14900000000,745000000,25920000,27570000,279900000,0,6057000,0,0.184,0.112,0.04,0.02,600200,978600,286000000,142400000,14.05,22.09,28.88,7.844,0.141,0.101,0.128,0.161,0.286,-2.4
NGC0450,0.7757,0.05589,2552000000,869800000,9436000000,471800000,6388000000,319400000,3049000000,219600000,917600000,0,1808000000,0,0.825,0.073,0.153,0.038,5243000,1074000,2725000000,207200000,2.151,0.716,20.89,1.201,0.043,0.02,0.021,0.007,0.311,5.8
NGC0493,0.812,0.1074,4359000000,968900000,11970000000,598400000,8777000000,438800000,3191000000,422100000,1479000000,0,2185000000,0,1.082,0.129,0.208,0.04,10940000,2226000,3664000000,443200000,1.507,0.52,19.64,1.17,0.062,0.016,0.012,0.006,0.313,5.9
NGC0520,8.557,0.7401,22350000000,3386000000,101800000000,5089000000,68140000000,3407000000,33630000000,2909000000,38600000000,0,31070000000,0,4.429,0.221,1.118,0.056,14180000,3895000,69670000000,3484000000,25.08,7.636,31.92,1.679,0.06,0.003,0.004,0.003,3.465,1.3
NGC0584,0.01214,0.008046,96240000000,8935000000,42280000000,2114000000,42240000000,2112000000,47730000,31620000,470600000,0,8161000,0,0.111,0.049,0.025,0.006,2988000,2328000,478800000,105900000,1.398,5.992,19.39,14.36,0.252,0.097,0.101,0.118,1.792,-4.7
NGC0586,0.04242,0.02866,9283000000,1714000000,6380000000,319000000,6214000000,310700000,166700000,112600000,794100000,0,126500000,0,1.234,0.329,0.26,0.033,3084000,695600,920500000,76720000,1.44,0.423,19.49,0.988,0.111,0.03,0.003,0.003,0.399,0.7
NGC0613,11.49,2.622,76510000000,22620000000,184500000000,9225000000,139400000000,12120000000,45150000000,10310000000,43220000000,0,38170000000,0,2.065,0.185,0.47,0.091,63680000,8342000,81400000000,6446000000,5.201,1.167,24.33,0.943,0.066,0.015,0.018,0.007,0.969,4
NGC0625,0.05529,0.009633,463200000,182200000,999800000,59300000,782500000,86430000,217300000,37860000,128000000,0,140500000,0,0.993,0.127,0.213,0.044,205300,38640,268500000,24440000,4.928,1.309,24.1,1.105,0.023,0.01,0.031,0.006,0.419,9
NGC0628,2.41,0.4546,14090000000,2340000000,38550000000,2347000000,29080000000,1454000000,9473000000,1787000000,5133000000,0,6582000000,0,1.092,0.181,0.229,0.054,37630000,11740000,11710000000,2353000000,1.554,1.001,19.75,2.198,0.147,0.038,0.008,0.007,3.268,5.2
NGC0678,0.09408,0.06707,65720000000,8371000000,25260000000,1263000000,24890000000,1245000000,369700000,263600000,2164000000,0,256100000,0,1.061,0.303,0.206,0.027,10050000,1947000,2420000000,183900000,1.051,0.225,18.46,0.681,0.162,0.035,0.005,0.005,0.603,3
NGC0720,0.04649,0.03483,238800000000,24480000000,97280000000,4864000000,97100000000,4855000000,182700000,136900000,572500000,0,18560000,0,0.063,0.045,0.013,0.008,533500,1279000,591100000,344300000,23.48,26.59,31.56,6.172,0.244,0.11,0.103,0.156,0.582,-4.9
NGC0855,0.02893,0.01441,914800000,213200000,1683000000,84130000,1569000000,78450000,113700000,56630000,243900000,0,82600000,0,1.018,0.208,0.233,0.046,208500,52660,326500000,30560000,7.812,2.375,26.1,1.371,0.06,0.003,0.005,0.003,0.549,-4.8
NGC0891,1.957,1.171,34770000000,11910000000,63050000000,3153000000,55360000000,5241000000,7693000000,4604000000,29270000000,0,7091000000,0,3.901,0.329,1.292,0.129,48990000,2449000,36360000000,1818000000,3.5,0.175,22.72,0.196,0.1,0.005,0.001,0.001,0.469,3.1
NGC0895,2.969,0.3536,19470000000,3651000000,48910000000,2446000000,37240000000,1862000000,11670000000,1390000000,6196000000,0,6516000000,0,0.896,0.078,0.194,0.042,49090000,2475000,12710000000,635600000,1.194,0.06,18.87,0.163,0.102,0.009,0.002,0.001,0.81,6
NGC0925,1.145,0.06542,5362000000,1476000000,13720000000,686100000,9222000000,647300000,4500000000,257100000,1248000000,0,2470000000,0,0.754,0.069,0.154,0.032,9297000,826200,3718000000,185900000,1.966,0.204,20.57,0.368,0.023,0.01,0.003,0.001,2.753,7
NGC1052,0.05108,0.03071,78500000000,13090000000,34590000000,1729000000,34390000000,1719000000,200800000,120700000,1935000000,0,112400000,0,0.608,0.226,0.126,0.012,14900000,2967000,2048000000,176400000,0.132,0.057,12.9,0.955,0.15,0.046,0.241,0.055,1.42,-4.7
NGC1056,2.19,0.6212,32250000000,10280000000,39250000000,1963000000,30640000000,1930000000,8609000000,2441000000,10130000000,0,7499000000,0,2.801,0.63,0.619,0.129,12200000,1258000,17630000000,881400000,6.416,1.229,25.23,0.835,0.101,0.007,0.007,0.002,1.443,1
NGC1068,13.42,3.576,38240000000,7499000000,148700000000,18180000000,95960000000,7422000000,52740000000,14050000000,51160000000,0,49540000000,0,3.642,0.309,1.043,0.106,17130000,2262000,100700000000,18040000000,15.84,11.43,29.49,3.676,0.021,0.005,0.101,0.048,1.035,3
NGC1097,6.557,1.045,98480000000,25250000000,106900000000,5347000000,81160000000,5242000000,25770000000,4107000000,21400000000,0,22360000000,0,2.094,0.161,0.466,0.084,37450000,8219000,43760000000,2189000000,5.026,1.219,24.19,1.013,0.06,0.003,0.015,0.002,0.721,3.3
NGC1140,1.016,0.05373,1640000000,612200000,8570000000,428500000,4577000000,314200000,3992000000,211200000,917100000,0,2272000000,0,0.825,0.07,0.201,0.049,1243000,308400,3189000000,235700000,11.38,3.999,27.85,1.69,0.021,0.004,0.021,0.007,0.75,9.2
NGC1189,0.3667,0.05438,4074000000,1490000000,6603000000,357900000,5162000000,479900000,1441000000,213700000,602200000,0,785800000,0,0.732,0.115,0.156,0.045,9366000,3690000,1388000000,201600000,0.784,0.326,17.55,1.259,0.104,0.028,0.003,0.004,0.92,7.9
NGC1199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.8
NGC1222,5.816,0.7395,7490000000,2435000000,46900000000,4196000000,24040000000,1767000000,22860000000,2906000000,13120000000,0,20740000000,0,2.961,0.196,0.884,0.158,4187000,837700,33860000000,4287000000,33.67,11.17,33.59,1.924,0.02,0.002,0.027,0.008,0.801,-2.6
NGC1266,2.475,0.2945,11990000000,3255000000,30180000000,1509000000,20460000000,1198000000,9726000000,1158000000,11730000000,0,8942000000,0,6.663,0.333,1.351,0.086,3516000,175800,20680000000,1034000000,30,1.5,32.93,0.284,0.02,0.001,0,0.001,3.259,-2.3
NGC1316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.8
NGC1317,0.2802,0.09794,30660000000,5790000000,20720000000,1036000000,19620000000,980800000,1101000000,384900000,3356000000,0,835300000,0,1.397,0.232,0.364,0.045,3390000,316200,4191000000,209600000,5.934,0.475,24.89,0.344,0.09,0.017,0,0.001,0.585,0.8
NGC1320,1.048,0.4333,42420000000,11740000000,38280000000,1914000000,34160000000,2239000000,4119000000,1703000000,12340000000,0,3628000000,0,2.749,0.307,0.831,0.09,6213000,1473000,15960000000,798200000,2.601,1.424,21.59,2.042,0.064,0.012,0.35,0.13,0.534,0.9
NGC1336,0.01213,0.01005,8269000000,1782000000,4322000000,216100000,4274000000,213700000,47650000,39490000,70160000,0,9260000,0,0.169,0.106,0.034,0.018,581500,684200,79420000,41330000,5.616,13.63,24.65,10.33,0.117,0.095,0.02,0.061,0.158,-3
NGC1351,0.02115,0.01406,34310000000,7377000000,15530000000,776600000,15450000000,772400000,83130000,55240000,116500000,0,9050000,0,0.086,0.063,0.016,0.011,693600,1792000,125600000,81520000,15.08,23.51,29.24,7.872,0.202,0.115,0.104,0.155,0.78,-3.1
NGC1351A,0.08798,0.02895,3927000000,1104000000,3152000000,157600000,2806000000,220900000,345800000,113800000,594200000,0,283300000,0,1.801,0.283,0.417,0.064,4347000,753700,877500000,72250000,0.968,0.22,18.2,0.715,0.108,0.021,0.001,0.002,0.376,4.2
NGC1365,12.97,4.968,83680000000,27650000000,164900000000,31430000000,114000000000,15070000000,50970000000,19530000000,42450000000,0,44430000000,0,2.204,0.374,0.64,0.165,100800000,35430000,86880000000,31140000000,4.462,4.514,23.69,4.14,0.047,0.023,0.04,0.025,0.759,3.2
NGC1369,0.002186,0.001367,6875000000,1041000000,2878000000,143900000,2870000000,143500000,8590000,5374000,13060000,0,682600,0,0.053,0.055,0.01,0.01,30080,80330,13740000,13220000,17.5,24.46,30,7.245,0.197,0.118,0.094,0.15,0.214,0.1
NGC1373,0.001334,0.0008848,3507000000,543800000,1993000000,99660000,1988000000,99400000,5242000,3477000,11630000,0,481100,0,0.055,0.056,0.012,0.011,52750,120700,12110000,11480000,14.39,22.52,29,7.839,0.198,0.117,0.063,0.125,0.554,-3.6
NGC1374,0.006005,0.002128,36730000000,4047000000,17480000000,873800000,17450000000,872600000,23600000,8362000,81170000,0,1862000,0,0.051,0.021,0.01,0.003,42490,95240,83030000,26290000,31.41,27.41,33.19,5.003,0.102,0.078,0.052,0.102,0.407,-4.5
NGC1375,0.002678,0.001389,7840000000,1646000000,5096000000,254800000,5085000000,254300000,10520000,5458000,70980000,0,2034000,0,0.125,0.076,0.028,0.015,457000,503900,73010000,38660000,5.009,12.29,24.17,10.24,0.035,0.046,0.021,0.058,1.854,-2.2
NGC1377,3.6,1.369,4098000000,1825000000,28770000000,7815000000,14620000000,2554000000,14150000000,5379000000,3800000000,0,8333000000,0,1.479,1.199,0.341,0.269,828000,150000,12130000000,606700000,30.15,7.912,32.96,1.494,0.023,0.011,0.137,0.033,3.343,-2.1
NGC1379,0.004959,0.003571,36550000000,6826000000,17990000000,899700000,17970000000,898700000,19490000,14030000,126700000,0,2251000,0,0.071,0.057,0.015,0.011,304000,520800,129000000,89540000,13,20,28.5,7.571,0.174,0.114,0.041,0.099,0.906,-4.8
NGC1380A,0.002874,0.002125,9592000000,1028000000,5407000000,270400000,5396000000,269800000,11300000,8353000,94600000,0,2856000,0,0.169,0.114,0.037,0.021,178300,283100,97450000,53920000,12.66,18.62,28.37,7.207,0.157,0.107,0.024,0.074,0.304,-1.9
NGC1381,0.003097,0.002321,39590000000,3111000000,17890000000,894700000,17880000000,894100000,12170000,9123000,70470000,0,915500,0,0.04,0.028,0.009,0.006,72840,181700,71390000,45270000,22.32,26.57,31.29,6.433,0.217,0.114,0.121,0.165,0.455,-2.1
NGC1386,0.2703,0.1879,23020000000,4783000000,17760000000,888100000,16700000000,1007000000,1062000000,738400000,4743000000,0,933100000,0,2.733,0.499,0.646,0.057,2536000,230100,5676000000,283800000,5.624,1.401,24.66,1.061,0.061,0.026,0.078,0.028,0.771,-0.7
NGC1387,0.09674,0.05204,73530000000,12420000000,35770000000,1788000000,35390000000,1769000000,380200000,204500000,2718000000,0,249500000,0,0.885,0.307,0.173,0.017,2129000,368600,2967000000,225900000,7.058,1.811,25.65,1.136,0.064,0.017,0.001,0.001,0.483,-2.8
NGC1389,0.01034,0.005753,35420000000,8680000000,18230000000,911300000,18190000000,909300000,40660000,22610000,129200000,0,4677000,0,0.077,0.061,0.015,0.011,507100,919800,133900000,92960000,12.62,20.83,28.35,8.083,0.209,0.114,0.048,0.109,0.744,-2.8
NGC1399,0.2231,0.09324,264900000000,55330000000,147300000000,7363000000,146400000000,7319000000,876700000,366500000,1072000000,0,87170000,0,0.078,0.033,0.015,0.004,1831000,5202000,1159000000,291400000,29.49,29.46,32.83,5.665,0.316,0.087,0.357,0.162,0.837,-4.6
NGC1404,0.01792,0.008226,134600000000,11160000000,60140000000,3007000000,60070000000,3004000000,70450000,32330000,249700000,0,5299000,0,0.046,0.016,0.009,0.002,241300,307200,255000000,51680000,10.81,18.71,27.61,8.249,0.127,0.081,0.209,0.157,0.423,-4.8
NGC1412,0.0103,0.009156,13450000000,1996000000,7179000000,358900000,7138000000,356900000,40480000,35980000,143000000,0,10440000,0,0.208,0.109,0.042,0.017,29040,51520,153500000,57890000,43.28,26.3,35.08,3.682,0.137,0.09,0.021,0.069,0.296,-2.2
NGC1419,0.00719,0.00407,11390000000,2206000000,5609000000,280400000,5581000000,279000000,28260000,16000000,32720000,0,2506000,0,0.065,0.057,0.012,0.01,240000,422600,35230000,29160000,11.01,20.03,27.69,8.703,0.155,0.113,0.047,0.108,0.656,-4.9
NGC1427,0.009722,0.006778,37360000000,3585000000,21000000000,1050000000,20960000000,1048000000,38210000,26640000,223700000,0,6218000,0,0.101,0.079,0.022,0.015,1534000,3804000,229900000,148300000,13.87,22.37,28.82,8.028,0.207,0.113,0.064,0.126,0.591,-4
NGC1427A,0.1502,0.01818,1088000000,355600000,2305000000,115300000,1715000000,151800000,590200000,71460000,100000000,0,180100000,0,0.332,0.05,0.065,0.02,1055000,288000,280100000,33710000,1.377,0.481,19.34,1.166,0.021,0.006,0.005,0.004,0.676,9.9
NGC1428,0.002063,0.001128,7822000000,727600000,4774000000,238700000,4766000000,238300000,8108000,4434000,61150000,0,1433000,0,0.123,0.081,0.027,0.015,281400,426500,62580000,34700000,9.115,16.95,26.81,8.611,0.132,0.101,0.024,0.071,0.85,-3
NGC1436,0.1113,0.05668,9064000000,1623000000,8027000000,401300000,7590000000,527700000,437200000,222800000,1054000000,0,323800000,0,1.18,0.289,0.253,0.034,4875000,718600,1377000000,102500000,1.285,0.316,19.11,0.811,0.13,0.026,0.004,0.003,0.773,2
NGC1437B,0.02269,0.01208,617300000,214500000,913100000,45660000,823900000,81700000,89170000,47460000,155600000,0,67000000,0,1.359,0.208,0.297,0.059,1081000,193600,222600000,15530000,0.979,0.218,18.23,0.701,0.098,0.019,0.003,0.002,0.37,8.3
